CustomerID,Recency,Frequency,Monetary,AvgBasketValue,DistinctProducts,TotalItems,TenureDays,CancellationRate,PrimaryCountry,Cluster
13492,136,3,1269.84,423.28,38,408,78,0.0,Switzerland,2
13493,275,2,618.63,309.315,6,380,11,0.0,Switzerland,1
13494,312,1,316.26000000000005,316.26000000000005,18,162,0,0.0,United Kingdom,1
13495,8,6,1990.12,331.68666666666667,34,814,360,0.0769230769230769,United Kingdom,0
13496,11,3,617.93,205.97666666666663,28,329,349,0.0277777777777777,United Kingdom,0
13497,283,3,321.05,107.01666666666668,19,159,85,0.05,United Kingdom,1
13499,18,7,1146.96,163.85142857142858,31,1358,252,0.0666666666666666,United Kingdom,0
13500,23,4,1136.77,284.1925,60,585,99,0.0298507462686567,United Kingdom,2
13501,243,2,1310.47,655.235,52,557,45,0.0188679245283018,Switzerland,1
13502,17,3,292.0,97.33333333333331,17,264,307,0.0,United Kingdom,0
13503,71,1,216.85,216.85,17,248,0,0.0,United Kingdom,2
13504,64,1,295.93,295.93,22,178,0,0.0,United Kingdom,2
13505,68,8,4282.88,535.36,182,2461,165,0.052863436123348,Switzerland,0
13506,312,3,452.82,150.94,26,321,57,0.1034482758620689,United Kingdom,1
13507,3,4,2479.16,619.79,146,1597,142,0.0,United Kingdom,0
13508,244,1,110.97,110.97,12,24,0,0.0,United Kingdom,1
13509,9,7,979.72,139.96,27,1106,275,0.0,United Kingdom,0
13510,1,5,1785.16,357.03200000000004,86,1382,182,0.017094017094017,United Kingdom,0
13512,261,1,251.21,251.21,15,143,0,0.0,United Kingdom,1
13513,127,1,205.1,205.1,10,109,0,0.0,United Kingdom,2
13514,74,1,152.20000000000002,152.20000000000002,4,40,0,0.0,United Kingdom,2
13515,73,4,891.12,222.78,50,681,175,0.0,United Kingdom,0
13516,21,3,1389.41,463.1366666666667,43,985,217,0.0,United Kingdom,0
13517,60,5,2109.07,421.814,125,1360,120,0.0139860139860139,United Kingdom,2
13518,86,1,659.4399999999999,659.4399999999999,36,392,0,0.0,United Kingdom,2
13519,50,2,110.8,55.400000000000006,8,22,27,0.1111111111111111,United Kingdom,2
13520,59,8,3487.75,435.96875,49,1642,312,0.0210526315789473,Switzerland,0
13521,1,3,1093.65,364.55,313,736,8,0.0,United Kingdom,2
13522,30,1,125.8,125.8,5,44,0,0.0,United Kingdom,2
13523,33,6,3755.38,625.8966666666666,157,1745,333,0.0282485875706214,United Kingdom,0
13524,41,5,680.1800000000001,136.036,17,324,179,0.0,United Kingdom,0
13525,15,2,628.78,314.39,5,394,233,0.0,United Kingdom,0
13527,34,8,2263.76,282.97,153,1673,293,0.0044642857142857,United Kingdom,0
13529,79,2,307.76,153.88,15,74,125,0.0,United Kingdom,2
13531,205,2,483.8,241.9,17,174,161,0.0,United Kingdom,1
13532,34,1,210.31,210.31,66,129,0,0.0,United Kingdom,2
13533,183,3,270.79,90.26333333333334,61,204,84,0.0,United Kingdom,1
13534,2,43,5613.08,130.53674418604652,119,2876,355,0.1345029239766081,United Kingdom,0
13536,1,7,3448.29,492.61285714285714,91,2136,74,0.0,United Kingdom,2
13538,43,7,1280.85,182.97857142857143,10,175,272,0.0,United Kingdom,0
13539,86,4,605.84,151.46,36,314,223,0.0263157894736842,United Kingdom,0
13544,40,2,291.41,145.705,76,127,200,0.0,United Kingdom,0
13546,12,3,626.99,208.99666666666667,72,359,188,0.0,United Kingdom,0
13548,96,2,682.41,341.205,114,441,147,0.0,United Kingdom,2
13549,26,8,916.12,114.515,37,457,216,0.0192307692307692,United Kingdom,0
13551,319,1,91.8,91.8,4,12,0,0.0,United Kingdom,1
13552,66,16,3539.53,221.220625,82,1386,249,0.0991735537190082,United Kingdom,0
13555,74,4,4149.28,1037.32,128,2660,128,0.0,United Kingdom,2
13557,28,2,584.06,292.03,31,546,252,0.0,United Kingdom,0
13558,6,4,605.06,151.265,123,344,62,0.0,United Kingdom,2
13560,7,1,174.37,174.37,32,64,0,0.0,United Kingdom,2
13561,216,1,141.86,141.86,14,83,0,0.0,United Kingdom,1
13562,82,3,1799.33,599.7766666666666,50,757,163,0.0,United Kingdom,0
13563,84,2,777.53,388.765,49,209,55,0.0,United Kingdom,2
13564,144,5,647.74,129.548,68,659,223,0.0235294117647058,United Kingdom,0
13565,19,2,240.22,120.11,35,172,315,0.0,United Kingdom,0
13566,41,2,874.71,437.355,134,575,41,0.0,United Kingdom,2
13568,173,1,192.85,192.85,41,70,0,0.0,United Kingdom,1
13569,17,2,373.75,186.875,73,164,350,0.0,United Kingdom,0
13570,243,1,239.49,239.49,27,161,0,0.0,United Kingdom,1
13571,13,12,2092.32,174.36,157,1759,240,0.0,United Kingdom,0
13572,206,1,1384.25,1384.25,32,534,0,0.0,United Kingdom,1
13573,50,2,294.4,147.2,24,303,202,0.0,United Kingdom,0
13575,23,5,732.0699999999999,146.414,41,449,152,0.0,United Kingdom,2
13576,10,20,6703.3,335.165,78,2640,362,0.0307692307692307,United Kingdom,0
13577,25,5,1658.3,331.66,61,771,216,0.0235294117647058,United Kingdom,0
13579,15,2,467.04,233.52,19,176,354,0.0,United Kingdom,0
13581,309,1,118.0,118.0,10,30,0,0.0,United Kingdom,1
13583,156,1,781.03,781.03,53,725,0,0.0,United Kingdom,2
13584,307,1,142.4,142.4,24,37,0,0.0,United Kingdom,1
13587,32,3,347.0,115.66666666666669,8,160,31,0.2727272727272727,United Kingdom,2
13588,16,13,2445.12,188.08615384615385,132,2573,239,0.0333333333333333,United Kingdom,0
13589,15,2,379.65,189.825,21,114,164,0.0,United Kingdom,2
13590,11,7,1976.12,282.30285714285714,70,1846,291,0.0224719101123595,United Kingdom,0
13591,65,3,1117.13,372.3766666666667,56,485,202,0.0,United Kingdom,0
13592,36,4,247.96,61.99,15,84,228,0.0,United Kingdom,0
13593,108,6,1990.28,331.7133333333333,77,707,227,0.0077519379844961,United Kingdom,0
13594,53,1,396.97,396.97,26,359,0,0.0,United Kingdom,2
13596,6,2,697.04,348.52,133,406,7,0.0,United Kingdom,2
13598,47,2,167.42000000000002,83.71000000000001,33,57,0,0.024390243902439,United Kingdom,2
13599,1,33,5030.6,152.44242424242427,172,3169,365,0.0643939393939393,United Kingdom,0
13600,312,1,219.52,219.52,19,324,0,0.0,United Kingdom,1
13601,45,2,693.32,346.66,90,548,166,0.0,United Kingdom,0
13602,65,1,428.89,428.89,23,267,0,0.0,United Kingdom,2
13603,26,1,164.34,164.34,27,164,0,0.0,United Kingdom,2
13606,29,3,280.54,93.51333333333332,40,279,282,0.0,United Kingdom,0
13607,40,1,678.01,678.01,93,290,0,0.0,United Kingdom,2
13610,12,9,1115.43,123.93666666666668,165,514,273,0.0087719298245614,United Kingdom,0
13611,89,4,1158.2,289.55,67,762,270,0.0263157894736842,United Kingdom,0
13614,24,4,1610.46,402.615,171,570,306,0.0,United Kingdom,0
13615,313,2,399.99,199.995,23,183,6,0.0416666666666666,United Kingdom,1
13617,40,3,544.18,181.3933333333333,31,300,140,0.0,United Kingdom,2
13618,174,1,177.34,177.34,13,246,0,0.0,United Kingdom,1
13621,117,1,213.85,213.85,19,343,0,0.0,United Kingdom,2
13623,31,7,672.44,96.06285714285715,78,286,266,0.0581395348837209,United Kingdom,0
13626,253,1,257.23,257.23,19,209,0,0.0,United Kingdom,1
13627,59,7,1624.02,232.00285714285715,84,1266,298,0.0212765957446808,United Kingdom,0
13629,23,11,7792.36,708.3963636363636,28,4372,315,0.0,United Kingdom,0
13630,5,11,1995.68,181.42545454545456,51,1377,280,0.1125,United Kingdom,0
13631,100,12,3021.77,251.8141666666667,6,460,167,0.0833333333333333,United Kingdom,0
13632,25,6,2117.02,352.83666666666664,121,1036,218,0.0068027210884353,United Kingdom,0
13634,33,5,1575.16,315.03200000000004,156,704,293,0.0,United Kingdom,0
13635,68,1,1071.03,1071.03,62,677,0,0.0,United Kingdom,2
13636,37,6,941.62,156.93666666666667,57,586,248,0.015625,United Kingdom,0
13637,52,3,810.5,270.1666666666667,79,409,174,0.0,United Kingdom,0
13638,16,1,122.64,122.64,8,93,0,0.0,United Kingdom,2
13639,74,1,1033.34,1033.34,39,800,0,0.0,United Kingdom,2
13642,216,1,354.8,354.8,57,173,0,0.0,United Kingdom,1
13643,31,3,519.44,173.14666666666668,24,273,154,0.0,United Kingdom,2
13644,9,5,2597.52,519.504,144,2060,96,0.0135135135135135,United Kingdom,2
13645,120,1,252.1,252.1,5,158,0,0.0,United Kingdom,2
13647,10,5,1670.22,334.044,65,894,225,0.0125,United Kingdom,0
13649,257,2,346.6,173.3,23,139,109,0.0,United Kingdom,1
13650,17,7,1809.34,258.47714285714284,79,918,250,0.0204081632653061,United Kingdom,0
13651,35,2,94.2,47.1,6,33,4,0.0,United Kingdom,2
13652,46,3,1095.08,365.0266666666666,48,578,322,0.0,United Kingdom,0
13654,43,6,2707.33,451.2216666666666,157,2182,230,0.0,United Kingdom,0
13655,114,2,932.97,466.485,52,605,127,0.0,United Kingdom,2
13656,165,2,379.65,189.825,49,490,172,0.0,United Kingdom,2
13657,11,2,382.14,191.07,16,209,190,0.0,United Kingdom,0
13658,10,7,2421.47,345.9242857142857,91,1009,194,0.0357142857142857,United Kingdom,0
13659,197,3,1550.85,516.9499999999999,93,879,123,0.037037037037037,United Kingdom,1
13662,86,7,879.08,125.58285714285716,50,538,173,0.0862068965517241,United Kingdom,0
13663,179,1,189.47,189.47,13,91,0,0.0,United Kingdom,1
13666,60,3,84.65,28.21666666666667,12,41,227,0.0,United Kingdom,0
13667,149,1,305.02,305.02,82,154,0,0.0,United Kingdom,2
13668,3,29,6216.07,214.34724137931036,286,3637,359,0.06187624750499,United Kingdom,0
13669,51,2,218.55,109.275,9,237,98,0.0,United Kingdom,2
13670,75,1,349.7,349.7,25,282,0,0.0,United Kingdom,2
13672,301,6,0.01,0.01,5,-1,32,0.625,United Kingdom,1
13673,19,2,396.92,198.46,47,119,13,0.0,United Kingdom,2
13675,151,2,486.8200000000001,243.41000000000005,25,330,133,0.0,United Kingdom,2
13678,152,1,232.6,232.6,16,924,0,0.0,United Kingdom,2
13680,1,5,2202.31,440.462,164,1267,337,0.0972222222222222,United Kingdom,0
13681,18,4,827.83,206.9575,37,360,137,0.0,United Kingdom,2
13682,187,1,59.5,59.5,3,10,0,0.0,United Kingdom,1
13684,286,2,64.23,32.115,29,38,0,0.032258064516129,United Kingdom,1
13685,3,7,3119.44,445.63428571428574,29,5056,57,0.0,United Kingdom,2
13686,183,1,72.0,72.0,8,70,0,0.0,United Kingdom,1
13689,63,1,910.0,910.0,6,512,0,0.0,United Kingdom,2
13690,59,1,172.25,172.25,9,67,0,0.0,United Kingdom,2
13692,25,5,1466.87,293.374,49,1224,211,0.0363636363636363,United Kingdom,0
13693,325,2,0.01,0.01,4,-6,0,1.0,United Kingdom,1
13694,4,60,62653.1,1044.2183333333332,369,61803,369,0.029059829059829,United Kingdom,0
13695,31,15,2504.13,166.942,46,1603,228,0.0,United Kingdom,0
13697,39,1,151.29999999999998,151.29999999999998,12,177,0,0.0,United Kingdom,2
13699,155,1,308.58000000000004,308.58000000000004,14,66,0,0.0,United Kingdom,1
13700,26,10,2265.12,226.512,139,2304,300,0.0,United Kingdom,0
13703,318,1,99.5,99.5,1,10,0,0.0,United Kingdom,1
13704,5,10,2295.31,229.531,111,1528,83,0.0074074074074074,United Kingdom,2
13705,8,3,711.86,237.28666666666663,25,363,366,0.0,United Kingdom,0
13706,303,1,330.79,330.79,20,189,0,0.0,United Kingdom,1
13707,267,2,806.41,403.205,48,351,48,0.0,United Kingdom,1
13708,271,1,296.88,296.88,49,306,0,0.0,United Kingdom,1
13709,4,17,6249.110000000001,367.59470588235297,244,3501,311,0.0289017341040462,United Kingdom,0
13710,32,1,180.48,180.48,8,176,0,0.0,United Kingdom,2
13711,219,2,252.06,126.03,11,140,0,0.0,United Kingdom,1
13712,247,1,228.84,228.84,10,352,0,0.0,United Kingdom,1
13715,281,8,1053.94,131.7425,89,555,91,0.0277777777777777,United Kingdom,1
13716,269,1,138.28,138.28,21,138,0,0.0,United Kingdom,1
13717,32,7,1432.26,204.60857142857145,92,1958,266,0.0097087378640776,United Kingdom,0
13718,246,2,306.55,153.275,9,173,49,0.0,United Kingdom,1
13719,15,5,1041.68,208.336,56,609,219,0.0,United Kingdom,0
13720,117,4,799.9,199.975,42,501,138,0.0,United Kingdom,2
13721,36,1,524.14,524.14,28,316,0,0.0,United Kingdom,2
13722,120,4,2369.16,592.29,75,1400,162,0.0116279069767441,United Kingdom,0
13723,217,1,199.85,199.85,6,43,0,0.0,United Kingdom,1
13725,50,11,1809.81,164.52818181818182,97,659,258,0.1186440677966101,United Kingdom,0
13726,39,2,1079.66,539.8299999999999,39,1054,61,0.0,United Kingdom,2
13727,29,2,333.48,166.74,19,162,4,0.0,United Kingdom,2
13728,37,6,1016.14,169.35666666666663,38,458,273,0.0,United Kingdom,0
13730,136,2,752.6,376.3,38,488,25,0.0,United Kingdom,2
13731,219,2,610.59,305.295,36,278,27,0.0,United Kingdom,1
13732,28,1,491.86,491.86,33,498,0,0.0,United Kingdom,2
13735,25,8,2766.18,345.7725,161,1083,209,0.0576923076923076,United Kingdom,0
13736,5,3,724.0,241.33333333333331,167,493,255,0.0154639175257731,United Kingdom,0
13737,200,1,339.6,339.6,29,125,0,0.0,United Kingdom,1
13739,18,1,216.9,216.9,3,54,0,0.0,United Kingdom,2
13740,241,1,350.75,350.75,23,425,0,0.0,United Kingdom,1
13741,72,4,666.33,166.5825,34,217,145,0.0285714285714285,United Kingdom,2
13742,17,14,3102.42,221.60142857142856,200,1116,303,0.0061919504643962,United Kingdom,0
13743,3,8,1340.15,167.51874999999998,8,1775,256,0.0238095238095238,United Kingdom,0
13744,95,2,1156.36,578.18,54,1249,197,0.0,United Kingdom,0
13745,151,2,291.54,145.77,25,486,10,0.0384615384615384,United Kingdom,2
13747,374,1,79.6,79.6,1,8,0,0.0,United Kingdom,1
13748,96,5,948.25,189.65,24,439,278,0.0,United Kingdom,0
13750,54,5,1647.26,329.452,20,516,283,0.0,United Kingdom,0
13751,288,1,296.25,296.25,9,152,0,0.0,United Kingdom,1
13752,124,6,1186.28,197.7133333333333,64,876,122,0.0,United Kingdom,2
13753,288,1,741.26,741.26,35,512,0,0.0,United Kingdom,1
13754,152,2,282.6,141.29999999999998,11,214,165,0.0,United Kingdom,2
13755,4,10,2154.68,215.468,232,1241,59,0.0029154518950437,United Kingdom,2
13756,2,15,5145.12,343.008,66,3164,365,0.0069930069930069,United Kingdom,0
13758,12,7,3190.55,455.79285714285714,104,1844,361,0.0,United Kingdom,0
13759,33,2,659.4100000000001,329.70500000000004,24,287,37,0.0,United Kingdom,2
13760,54,2,286.79,143.395,50,197,202,0.0,United Kingdom,0
13761,50,2,1070.65,535.325,68,642,129,0.0,United Kingdom,2
13762,204,2,0.01,0.01,7,0,14,0.5,United Kingdom,1
13763,63,3,1689.46,563.1533333333333,17,725,107,0.1176470588235294,United Kingdom,2
13764,71,3,1521.76,507.2533333333333,183,932,266,0.0,United Kingdom,0
13767,2,52,16945.71,325.87903846153847,55,7258,371,0.0776942355889724,United Kingdom,0
13769,2,16,2771.87,173.241875,73,1152,365,0.0559440559440559,United Kingdom,0
13771,64,5,2631.7,526.3399999999999,114,1476,182,0.0083333333333333,United Kingdom,0
13772,34,3,1132.13,377.3766666666667,141,546,205,0.0,United Kingdom,0
13774,82,1,345.0,345.0,22,192,0,0.0,United Kingdom,2
13777,1,41,25748.35,628.008536585366,40,12804,372,0.1004566210045662,United Kingdom,0
13778,103,1,178.7,178.7,9,70,0,0.0,United Kingdom,2
13780,7,2,360.01,180.005,56,318,163,0.0,United Kingdom,2
13781,251,1,127.84,127.84,17,30,0,0.0,United Kingdom,1
13782,13,6,912.0,152.0,96,371,315,0.0,United Kingdom,0
13784,10,11,2462.79,223.89,9,2493,322,0.0,United Kingdom,0
13786,367,1,230.4,230.4,7,136,0,0.0,United Kingdom,1
13787,76,2,309.04,154.52,24,337,288,0.0,United Kingdom,0
13790,4,1,348.8,348.8,45,748,0,0.0,United Kingdom,2
13791,43,3,1047.68,349.2266666666667,7,828,124,0.3529411764705882,United Kingdom,2
13792,66,2,195.55,97.775,13,92,221,0.0,United Kingdom,0
13798,1,63,36351.42,577.0066666666667,115,23514,370,0.20501138952164,United Kingdom,0
13799,117,2,688.86,344.43,32,402,177,0.0,United Kingdom,2
13800,310,1,558.32,558.32,33,331,0,0.0,United Kingdom,1
13801,67,1,324.8,324.8,23,168,0,0.0,United Kingdom,2
13802,138,6,3906.27,651.045,57,2281,222,0.0909090909090909,United Kingdom,0
13803,255,1,277.07,277.07,17,121,0,0.0,United Kingdom,1
13804,31,7,2635.79,376.5414285714286,124,1498,259,0.0,United Kingdom,0
13805,52,2,924.6,462.3,10,1900,76,0.0,United Kingdom,2
13806,64,1,256.38,256.38,10,56,0,0.0,United Kingdom,2
13807,367,1,112.6,112.6,7,36,0,0.0,United Kingdom,1
13808,6,5,1747.66,349.53200000000004,70,782,91,0.0,United Kingdom,2
13809,305,1,155.05,155.05,11,29,0,0.0,Cyprus,1
13810,29,4,899.51,224.8775,32,311,27,0.0277777777777777,Germany,2
13811,184,4,591.75,147.9375,7,67,55,0.0714285714285714,Germany,1
13812,42,3,539.0,179.66666666666666,33,333,63,0.0,Germany,2
13813,40,5,1353.41,270.682,54,550,95,0.028169014084507,Germany,2
13814,56,3,1562.12,520.7066666666666,37,862,81,0.0172413793103448,Germany,2
13815,22,5,4014.91,802.982,132,2557,296,0.0056497175141242,Germany,0
13816,24,4,555.04,138.76,27,260,40,0.1515151515151515,Germany,2
13817,29,2,382.98,191.49,20,211,322,0.0,Germany,0
13819,302,3,1140.35,380.1166666666666,26,1109,18,0.0,United Kingdom,1
13821,145,2,385.64,192.82,51,153,116,0.0,United Kingdom,2
13822,6,2,632.0,316.0,90,611,34,0.0,United Kingdom,2
13823,19,2,957.66,478.83,39,439,72,0.0,United Kingdom,2
13824,33,5,1698.94,339.788,34,768,277,0.0,United Kingdom,0
13826,158,2,174.65,87.325,11,80,18,0.1666666666666666,United Kingdom,1
13827,58,3,412.05,137.35,83,141,85,0.0,United Kingdom,2
13828,22,1,209.49,209.49,15,311,0,0.0,United Kingdom,2
13829,359,1,0.01,0.01,1,-12,0,1.0,United Kingdom,1
13831,16,6,2202.99,367.165,58,745,353,0.0,United Kingdom,0
13832,18,2,40.95,20.475,3,25,1,0.25,United Kingdom,2
13833,159,1,384.8,384.8,28,118,0,0.0,United Kingdom,2
13835,25,4,834.57,208.6425,48,442,190,0.0,United Kingdom,0
13837,212,2,271.24,135.62,17,183,105,0.0,United Kingdom,1
13838,6,4,691.73,172.9325,144,263,364,0.0,United Kingdom,0
13841,253,1,85.0,85.0,1,100,0,0.0,United Kingdom,1
13842,59,9,3385.62,376.18,155,1768,308,0.0,United Kingdom,0
13844,11,1,361.62,361.62,20,196,0,0.0,United Kingdom,2
13845,65,1,312.98,312.98,9,182,0,0.0,United Kingdom,2
13846,25,4,847.61,211.9025,56,383,335,0.0517241379310344,United Kingdom,0
13848,92,3,1255.0,418.3333333333333,3,3700,273,0.0,United Kingdom,0
13849,52,2,1537.95,768.975,97,1016,119,0.0,United Kingdom,2
13850,88,2,1586.81,793.405,93,941,41,0.0106382978723404,United Kingdom,2
13851,96,3,2651.46,883.82,77,1705,192,0.0,United Kingdom,0
13853,9,2,1056.94,528.47,23,304,48,0.0416666666666666,United Kingdom,2
13854,9,29,8025.019999999999,276.72482758620686,39,2278,356,0.0350877192982456,United Kingdom,0
13856,169,5,363.4,72.67999999999999,10,484,34,0.1764705882352941,United Kingdom,1
13858,57,1,216.17,216.17,11,75,0,0.0,United Kingdom,2
13859,326,1,201.16,201.16,27,129,0,0.0,United Kingdom,1
13860,1,6,1240.0,206.66666666666663,58,589,85,0.0129870129870129,United Kingdom,2
13862,18,10,2187.31,218.731,97,1682,314,0.0211267605633802,United Kingdom,0
13863,245,2,299.56,149.78,20,219,2,0.0909090909090909,United Kingdom,1
13865,58,4,501.56,125.39,26,204,231,0.0,United Kingdom,0
13866,74,1,145.67000000000002,145.67000000000002,7,57,0,0.0,United Kingdom,2
13867,31,3,1015.29,338.43,51,513,186,0.0,United Kingdom,0
13868,7,2,3192.54,1596.27,32,1964,31,0.0,United Kingdom,2
13869,123,4,3104.95,776.2375,234,1721,233,0.0,United Kingdom,0
13870,2,10,2751.25,275.125,91,1320,285,0.0254237288135593,United Kingdom,0
13871,23,14,6389.8,456.4142857142857,155,2801,286,0.0059171597633136,United Kingdom,0
13873,120,4,381.7,95.425,21,138,190,0.0416666666666666,United Kingdom,0
13874,358,1,540.45,540.45,18,180,0,0.0,United Kingdom,1
13875,54,5,1786.79,357.358,79,1316,247,0.0,United Kingdom,0
13876,64,1,122.7,122.7,7,36,0,0.0,United Kingdom,2
13877,86,1,117.24,117.24,3,108,0,0.0,United Kingdom,2
13878,55,1,1281.53,1281.53,35,475,0,0.0,United Kingdom,2
13880,21,13,3219.77,247.67461538461535,125,1842,345,0.0,United Kingdom,0
13881,4,22,16989.52,772.2509090909091,72,10062,308,0.0111111111111111,United Kingdom,0
13882,3,6,1131.28,188.54666666666665,54,950,61,0.0151515151515151,United Kingdom,2
13883,1,9,2538.75,282.0833333333333,110,1368,325,0.0838709677419354,United Kingdom,0
13884,7,6,781.3000000000001,130.21666666666667,45,297,276,0.0166666666666666,United Kingdom,0
13885,189,2,506.8,253.4,28,182,11,0.0,United Kingdom,1
13886,71,1,243.56,243.56,16,126,0,0.0,United Kingdom,2
13887,204,1,349.55,349.55,19,147,0,0.0,United Kingdom,1
13888,120,2,605.63,302.815,38,258,98,0.0,United Kingdom,2
13889,93,1,416.9,416.9,15,146,0,0.0,United Kingdom,2
13890,1,14,1860.86,132.91857142857145,74,826,357,0.0350877192982456,United Kingdom,0
13892,27,4,632.97,158.2425,26,983,219,0.0,United Kingdom,0
13893,298,1,821.1,821.1,21,190,0,0.0,United Kingdom,1
13894,22,5,535.97,107.194,25,339,288,0.1,United Kingdom,0
13895,21,5,2588.12,517.624,97,1364,143,0.0084033613445378,United Kingdom,0
13897,50,1,311.16,311.16,17,200,0,0.0,United Kingdom,2
13898,326,1,155.93,155.93,12,133,0,0.0,United Kingdom,1
13899,16,2,388.52,194.26,19,156,258,0.0,United Kingdom,0
13900,183,3,740.95,246.98333333333332,42,430,79,0.0,United Kingdom,1
13901,72,5,2867.2,573.4399999999999,144,1739,246,0.0,United Kingdom,0
13904,37,2,332.64,166.32,24,332,257,0.0,United Kingdom,0
13908,80,5,2347.05,469.41,104,1470,196,0.0317460317460317,United Kingdom,0
13911,57,9,2580.91,286.7677777777778,120,2731,251,0.0,United Kingdom,0
13914,4,3,613.95,204.65,28,379,32,0.0294117647058823,United Kingdom,2
13917,50,2,272.04,136.02,16,228,141,0.0,United Kingdom,2
13918,50,2,1212.84,606.4200000000001,30,1140,203,0.0,United Kingdom,0
13919,53,3,350.16,116.71999999999998,24,437,68,0.1515151515151515,Denmark,2
13922,352,1,172.25,172.25,7,93,0,0.0,United Kingdom,1
13923,54,1,351.13,351.13,20,185,0,0.0,United Kingdom,2
13924,2,11,1682.08,152.91636363636363,91,1532,70,0.145985401459854,United Kingdom,2
13925,36,6,616.65,102.775,28,327,98,0.0888888888888888,United Kingdom,2
13926,23,1,223.85,223.85,11,104,0,0.0,United Kingdom,2
13927,75,1,348.99,348.99,21,214,0,0.0,United Kingdom,2
13928,11,4,464.57,116.1425,23,129,122,0.0,United Kingdom,2
13929,169,3,802.85,267.6166666666667,8,139,157,0.1,United Kingdom,1
13930,58,2,337.34,168.67,15,274,78,0.0,United Kingdom,2
13931,86,3,1230.93,410.31,56,721,195,0.0169491525423728,United Kingdom,0
13932,295,1,307.4,307.4,16,72,0,0.0,United Kingdom,1
13933,109,2,608.7900000000001,304.39500000000004,23,205,39,0.0,United Kingdom,2
13934,264,1,922.1,922.1,31,390,0,0.0,United Kingdom,1
13936,171,2,361.28,180.64,26,324,8,0.037037037037037,United Kingdom,1
13937,169,1,158.85,158.85,9,123,0,0.0,United Kingdom,1
13938,35,1,71.66,71.66,7,70,0,0.0,United Kingdom,2
13939,23,4,556.75,139.1875,43,843,288,0.0217391304347826,United Kingdom,0
13940,17,4,839.14,209.785,39,516,126,0.0,United Kingdom,2
13941,22,7,4912.41,701.7728571428571,24,2307,350,0.0425531914893617,United Kingdom,0
13946,79,3,561.5699999999999,187.19,11,443,188,0.0,United Kingdom,0
13947,65,1,90.6,90.6,5,44,0,0.0,United Kingdom,2
13948,361,1,102.0,102.0,3,40,0,0.0,United Kingdom,1
13949,3,6,2427.32,404.5533333333333,124,2474,91,0.0,United Kingdom,2
13950,11,5,728.56,145.712,33,321,235,0.0277777777777777,United Kingdom,0
13951,176,3,674.45,224.8166666666667,38,459,118,0.0,United Kingdom,2
13952,211,3,3246.091,1082.0303333333334,120,1425,27,0.0072463768115942,United Kingdom,1
13953,7,7,3515.68,502.24,8,2724,345,0.0,United Kingdom,0
13954,2,3,378.59,126.19666666666666,24,141,69,0.1666666666666666,United Kingdom,2
13955,154,2,322.96,161.48,33,154,151,0.0,United Kingdom,2
13956,5,5,1026.42,205.284,123,491,266,0.0,United Kingdom,0
13958,372,1,0.01,0.01,5,-23,0,1.0,United Kingdom,1
13959,79,3,598.2,199.4,79,357,283,0.0,United Kingdom,0
13960,21,2,230.22,115.11,11,142,50,0.0,United Kingdom,2
13962,22,2,169.55,84.775,11,87,223,0.0,United Kingdom,0
13963,308,4,664.54,166.135,35,460,59,0.0,United Kingdom,1
13967,146,1,80.7,80.7,2,42,0,0.0,United Kingdom,1
13969,7,20,8986.69,449.3345000000001,334,4483,357,0.0110584518167456,United Kingdom,0
13971,9,11,2702.2200000000003,245.6563636363637,118,1818,276,0.0569620253164556,United Kingdom,0
13972,71,2,190.25,95.125,15,187,131,0.0,United Kingdom,2
13973,287,1,264.7,264.7,11,109,0,0.0,United Kingdom,1
13974,49,1,413.59,413.59,28,249,0,0.0,United Kingdom,2
13975,31,7,2503.23,357.6042857142857,240,1725,245,0.0058823529411764,United Kingdom,0
13976,207,1,357.98,357.98,10,154,0,0.0,United Kingdom,1
13978,15,2,196.79,98.395,14,315,30,0.0,United Kingdom,2
13979,73,1,869.87,869.87,54,639,0,0.0,United Kingdom,2
13980,60,1,200.14,200.14,11,172,0,0.0,United Kingdom,2
13982,39,5,1861.11,372.222,72,1132,326,0.0347826086956521,United Kingdom,0
13983,30,13,2590.46,199.26615384615383,91,1170,337,0.0446428571428571,United Kingdom,0
13984,27,6,488.03,81.33833333333332,14,271,339,0.0588235294117647,United Kingdom,0
13985,4,16,7024.53,439.033125,108,3437,260,0.0056980056980056,United Kingdom,0
13986,17,1,320.46,320.46,12,430,0,0.0,United Kingdom,2
13988,20,9,4098.8,455.4222222222222,188,3025,234,0.0209205020920502,United Kingdom,0
13989,66,2,1266.08,633.04,33,1313,173,0.0,United Kingdom,2
13990,213,1,311.3,311.3,16,190,0,0.0,United Kingdom,1
13991,12,7,850.63,121.51857142857143,58,996,131,0.0232558139534883,United Kingdom,2
13992,30,1,76.8,76.8,5,64,0,0.0,United Kingdom,2
13993,32,12,3409.66,284.1383333333333,66,892,298,0.032,United Kingdom,0
13994,4,6,2313.14,385.5233333333333,122,940,144,0.0,United Kingdom,0
13995,15,6,1383.49,230.58166666666668,55,867,230,0.0114942528735632,United Kingdom,0
13999,10,15,3865.26,257.684,102,2231,351,0.0188679245283018,United Kingdom,0
14000,206,2,633.71,316.855,15,707,4,0.0625,United Kingdom,1
14001,46,4,2030.33,507.5825,35,959,327,0.025,United Kingdom,0
14002,134,2,529.73,264.865,47,877,22,0.0,United Kingdom,2
