CustomerID,Recency,Frequency,Monetary,AvgBasketValue,DistinctProducts,TotalItems,TenureDays,CancellationRate,PrimaryCountry
13810,29,4,899.51,224.8775,32,311,27,0.027777777777777776,Germany
13811,184,4,591.75,147.9375,7,67,55,0.07142857142857142,Germany
13812,42,3,539.0,179.66666666666666,33,333,63,0.0,Germany
13813,40,5,1353.41,270.682,54,550,95,0.028169014084507043,Germany
13814,56,3,1562.12,520.7066666666666,37,862,81,0.017241379310344827,Germany
13815,22,5,4014.91,802.982,132,2557,296,0.005649717514124294,Germany
13816,24,4,555.04,138.76,27,260,40,0.15151515151515152,Germany
13817,29,2,382.98,191.49,20,211,322,0.0,Germany
13819,302,3,1140.35,380.1166666666666,26,1109,18,0.0,United Kingdom
13821,145,2,385.64,192.82,51,153,116,0.0,United Kingdom
13822,6,2,632.0,316.0,90,611,34,0.0,United Kingdom
13823,19,2,957.66,478.83,39,439,72,0.0,United Kingdom
13824,33,5,1698.94,339.788,34,768,277,0.0,United Kingdom
13826,158,2,174.65,87.325,11,80,18,0.16666666666666666,United Kingdom
13827,58,3,412.05,137.35,83,141,85,0.0,United Kingdom
13828,22,1,209.49,209.49,15,311,0,0.0,United Kingdom
13829,359,1,0.01,0.01,1,-12,0,1.0,United Kingdom
13831,16,6,2202.99,367.16499999999996,58,745,353,0.0,United Kingdom
13832,18,2,40.949999999999996,20.474999999999998,3,25,1,0.25,United Kingdom
13833,159,1,384.8,384.8,28,118,0,0.0,United Kingdom
13835,25,4,834.57,208.6425,48,442,190,0.0,United Kingdom
13837,212,2,271.24,135.62,17,183,105,0.0,United Kingdom
13838,6,4,691.73,172.9325,144,263,364,0.0,United Kingdom
13841,253,1,85.0,85.0,1,100,0,0.0,United Kingdom
13842,59,9,3385.62,376.18,155,1768,308,0.0,United Kingdom
13844,11,1,361.62,361.62,20,196,0,0.0,United Kingdom
13845,65,1,312.98,312.98,9,182,0,0.0,United Kingdom
13846,25,4,847.61,211.9025,56,383,335,0.05172413793103448,United Kingdom
13848,92,3,1255.0,418.3333333333333,3,3700,273,0.0,United Kingdom
13849,52,2,1537.95,768.975,97,1016,119,0.0,United Kingdom
13850,88,2,1586.81,793.405,93,941,41,0.010638297872340425,United Kingdom
13851,96,3,2651.46,883.82,77,1705,192,0.0,United Kingdom
13853,9,2,1056.94,528.47,23,304,48,0.041666666666666664,United Kingdom
13854,9,29,8025.0199999999995,276.72482758620686,39,2278,356,0.03508771929824561,United Kingdom
13856,169,5,363.4,72.67999999999999,10,484,34,0.17647058823529413,United Kingdom
13858,57,1,216.17,216.17,11,75,0,0.0,United Kingdom
13859,326,1,201.16,201.16,27,129,0,0.0,United Kingdom
13860,1,6,1240.0,206.66666666666666,58,589,85,0.012987012987012988,United Kingdom
13862,18,10,2187.31,218.731,97,1682,314,0.02112676056338028,United Kingdom
13863,245,2,299.56,149.78,20,219,2,0.09090909090909091,United Kingdom
13865,58,4,501.56,125.39,26,204,231,0.0,United Kingdom
13866,74,1,145.67000000000002,145.67000000000002,7,57,0,0.0,United Kingdom
13867,31,3,1015.29,338.43,51,513,186,0.0,United Kingdom
13868,7,2,3192.54,1596.27,32,1964,31,0.0,United Kingdom
13869,123,4,3104.95,776.2375,234,1721,233,0.0,United Kingdom
13870,2,10,2751.25,275.125,91,1320,285,0.025423728813559324,United Kingdom
13871,23,14,6389.8,456.4142857142857,155,2801,286,0.005917159763313609,United Kingdom
13873,120,4,381.7,95.425,21,138,190,0.041666666666666664,United Kingdom
13874,358,1,540.45,540.45,18,180,0,0.0,United Kingdom
13875,54,5,1786.79,357.358,79,1316,247,0.0,United Kingdom
13876,64,1,122.7,122.7,7,36,0,0.0,United Kingdom
13877,86,1,117.24,117.24,3,108,0,0.0,United Kingdom
13878,55,1,1281.53,1281.53,35,475,0,0.0,United Kingdom
13880,21,13,3219.77,247.67461538461538,125,1842,345,0.0,United Kingdom
13881,4,22,16989.52,772.2509090909091,72,10062,308,0.011111111111111112,United Kingdom
13882,3,6,1131.28,188.54666666666665,54,950,61,0.015151515151515152,United Kingdom
13883,1,9,2538.75,282.0833333333333,110,1368,325,0.08387096774193549,United Kingdom
13884,7,6,781.3000000000001,130.21666666666667,45,297,276,0.016666666666666666,United Kingdom
13885,189,2,506.8,253.4,28,182,11,0.0,United Kingdom
13886,71,1,243.56,243.56,16,126,0,0.0,United Kingdom
13887,204,1,349.55,349.55,19,147,0,0.0,United Kingdom
13888,120,2,605.63,302.815,38,258,98,0.0,United Kingdom
13889,93,1,416.90000000000003,416.90000000000003,15,146,0,0.0,United Kingdom
13890,1,14,1860.8600000000001,132.91857142857143,74,826,357,0.03508771929824561,United Kingdom
13892,27,4,632.97,158.2425,26,983,219,0.0,United Kingdom
13893,298,1,821.1,821.1,21,190,0,0.0,United Kingdom
13894,22,5,535.97,107.194,25,339,288,0.1,United Kingdom
13895,21,5,2588.12,517.624,97,1364,143,0.008403361344537815,United Kingdom
13897,50,1,311.16,311.16,17,200,0,0.0,United Kingdom
13898,326,1,155.93,155.93,12,133,0,0.0,United Kingdom
13899,16,2,388.52,194.26,19,156,258,0.0,United Kingdom
13900,183,3,740.95,246.98333333333335,42,430,79,0.0,United Kingdom
13901,72,5,2867.2,573.4399999999999,144,1739,246,0.0,United Kingdom
13904,37,2,332.64,166.32,24,332,257,0.0,United Kingdom
13908,80,5,2347.05,469.41,104,1470,196,0.031746031746031744,United Kingdom
13911,57,9,2580.91,286.7677777777778,120,2731,251,0.0,United Kingdom
13914,4,3,613.95,204.65,28,379,32,0.029411764705882353,United Kingdom
13917,50,2,272.04,136.02,16,228,141,0.0,United Kingdom
13918,50,2,1212.8400000000001,606.4200000000001,30,1140,203,0.0,United Kingdom
13919,53,3,350.15999999999997,116.71999999999998,24,437,68,0.15151515151515152,Denmark
13922,352,1,172.25,172.25,7,93,0,0.0,United Kingdom
13923,54,1,351.13,351.13,20,185,0,0.0,United Kingdom
13924,2,11,1682.08,152.91636363636363,91,1532,70,0.145985401459854,United Kingdom
13925,36,6,616.65,102.77499999999999,28,327,98,0.08888888888888889,United Kingdom
13926,23,1,223.85000000000002,223.85000000000002,11,104,0,0.0,United Kingdom
13927,75,1,348.99,348.99,21,214,0,0.0,United Kingdom
13928,11,4,464.57,116.1425,23,129,122,0.0,United Kingdom
13929,169,3,802.85,267.6166666666667,8,139,157,0.1,United Kingdom
13930,58,2,337.34,168.67,15,274,78,0.0,United Kingdom
13931,86,3,1230.93,410.31,56,721,195,0.01694915254237288,United Kingdom
13932,295,1,307.4,307.4,16,72,0,0.0,United Kingdom
13933,109,2,608.7900000000001,304.39500000000004,23,205,39,0.0,United Kingdom
13934,264,1,922.1,922.1,31,390,0,0.0,United Kingdom
13936,171,2,361.28,180.64,26,324,8,0.037037037037037035,United Kingdom
13937,169,1,158.85,158.85,9,123,0,0.0,United Kingdom
13938,35,1,71.66,71.66,7,70,0,0.0,United Kingdom
13939,23,4,556.75,139.1875,43,843,288,0.021739130434782608,United Kingdom
13940,17,4,839.14,209.785,39,516,126,0.0,United Kingdom
13941,22,7,4912.41,701.7728571428571,24,2307,350,0.0425531914893617,United Kingdom
13946,79,3,561.5699999999999,187.18999999999997,11,443,188,0.0,United Kingdom
13947,65,1,90.6,90.6,5,44,0,0.0,United Kingdom
13948,361,1,102.0,102.0,3,40,0,0.0,United Kingdom
13949,3,6,2427.32,404.55333333333334,124,2474,91,0.0,United Kingdom
13950,11,5,728.56,145.712,33,321,235,0.027777777777777776,United Kingdom
13951,176,3,674.45,224.8166666666667,38,459,118,0.0,United Kingdom
13952,211,3,3246.091,1082.0303333333334,120,1425,27,0.007246376811594203,United Kingdom
13953,7,7,3515.68,502.23999999999995,8,2724,345,0.0,United Kingdom
13954,2,3,378.59,126.19666666666666,24,141,69,0.16666666666666666,United Kingdom
13955,154,2,322.96,161.48,33,154,151,0.0,United Kingdom
13956,5,5,1026.42,205.28400000000002,123,491,266,0.0,United Kingdom
13958,372,1,0.01,0.01,5,-23,0,1.0,United Kingdom
13959,79,3,598.2,199.4,79,357,283,0.0,United Kingdom
13960,21,2,230.22,115.11,11,142,50,0.0,United Kingdom
13962,22,2,169.55,84.775,11,87,223,0.0,United Kingdom
13963,308,4,664.54,166.135,35,460,59,0.0,United Kingdom
13967,146,1,80.7,80.7,2,42,0,0.0,United Kingdom
13969,7,20,8986.69,449.33450000000005,334,4483,357,0.011058451816745656,United Kingdom
13971,9,11,2702.2200000000003,245.65636363636366,118,1818,276,0.056962025316455694,United Kingdom
13972,71,2,190.25,95.125,15,187,131,0.0,United Kingdom
13973,287,1,264.7,264.7,11,109,0,0.0,United Kingdom
13974,49,1,413.59000000000003,413.59000000000003,28,249,0,0.0,United Kingdom
13975,31,7,2503.23,357.6042857142857,240,1725,245,0.0058823529411764705,United Kingdom
13976,207,1,357.98,357.98,10,154,0,0.0,United Kingdom
13978,15,2,196.79000000000002,98.39500000000001,14,315,30,0.0,United Kingdom
13979,73,1,869.87,869.87,54,639,0,0.0,United Kingdom
13980,60,1,200.14,200.14,11,172,0,0.0,United Kingdom
13982,39,5,1861.11,372.222,72,1132,326,0.034782608695652174,United Kingdom
13983,30,13,2590.46,199.26615384615386,91,1170,337,0.044642857142857144,United Kingdom
13984,27,6,488.03,81.33833333333332,14,271,339,0.058823529411764705,United Kingdom
13985,4,16,7024.53,439.033125,108,3437,260,0.005698005698005698,United Kingdom
13986,17,1,320.46,320.46,12,430,0,0.0,United Kingdom
13988,20,9,4098.8,455.4222222222222,188,3025,234,0.02092050209205021,United Kingdom
13989,66,2,1266.08,633.04,33,1313,173,0.0,United Kingdom
13990,213,1,311.3,311.3,16,190,0,0.0,United Kingdom
13991,12,7,850.63,121.51857142857143,58,996,131,0.023255813953488372,United Kingdom
13992,30,1,76.8,76.8,5,64,0,0.0,United Kingdom
13993,32,12,3409.66,284.1383333333333,66,892,298,0.032,United Kingdom
13994,4,6,2313.14,385.5233333333333,122,940,144,0.0,United Kingdom
13995,15,6,1383.49,230.58166666666668,55,867,230,0.011494252873563218,United Kingdom
13999,10,15,3865.26,257.684,102,2231,351,0.018867924528301886,United Kingdom
14000,206,2,633.71,316.855,15,707,4,0.0625,United Kingdom
14001,46,4,2030.3300000000002,507.58250000000004,35,959,327,0.025,United Kingdom
14002,134,2,529.73,264.865,47,877,22,0.0,United Kingdom
14004,43,7,4582.64,654.6628571428572,102,2668,245,0.0,United Kingdom
14005,10,5,2874.72,574.944,53,2478,206,0.0,United Kingdom
14006,116,3,962.19,320.73,22,641,196,0.0,United Kingdom
14009,198,3,685.9300000000001,228.64333333333335,42,361,7,0.045454545454545456,United Kingdom
14012,278,1,328.8,328.8,11,160,0,0.0,United Kingdom
14013,110,3,473.02,157.67333333333332,30,462,165,0.0,United Kingdom
14014,77,1,505.18,505.18,39,1076,0,0.0,United Kingdom
14015,53,1,917.34,917.34,20,378,0,0.0,United Kingdom
14016,154,5,4328.46,865.692,154,2124,203,0.006172839506172839,EIRE
14019,47,4,1398.96,349.74,37,1034,91,0.029411764705882353,United Kingdom
14020,17,2,642.8,321.4,37,441,71,0.0,United Kingdom
14021,155,3,631.9,210.63333333333333,22,192,101,0.0,United Kingdom
14022,225,1,440.0,440.0,28,487,0,0.0,United Kingdom
14023,7,2,584.07,292.035,30,345,242,0.0,United Kingdom
14024,122,2,327.7,163.85,16,150,2,0.0,United Kingdom
14027,61,1,104.82,104.82,6,62,0,0.0,United Kingdom
14029,63,2,467.66,233.83,15,198,80,0.0,United Kingdom
14030,18,8,2360.09,295.01125,210,1479,348,0.0,United Kingdom
14031,7,23,14634.640000000001,636.2886956521739,121,5370,365,0.031007751937984496,United Kingdom
14032,2,18,2929.84,162.7688888888889,53,2008,364,0.05921052631578947,United Kingdom
14034,22,4,512.02,128.005,82,315,135,0.03260869565217391,United Kingdom
14035,29,5,1428.02,285.604,41,739,268,0.0,United Kingdom
14036,285,1,626.65,626.65,38,268,0,0.0,United Kingdom
14037,176,2,147.20000000000002,73.60000000000001,27,46,188,0.0,United Kingdom
14038,78,4,1554.48,388.62,64,963,128,0.010752688172043012,United Kingdom
14039,33,1,152.2,152.2,6,92,0,0.0,United Kingdom
14040,41,15,3542.19,236.14600000000002,147,1524,290,0.024896265560165973,United Kingdom
14041,266,1,141.41,141.41,21,94,0,0.0,United Kingdom
14044,27,4,652.82,163.205,165,308,283,0.0,United Kingdom
14045,109,4,1659.75,414.9375,4,535,264,0.0,United Kingdom
14046,284,1,154.99,154.99,14,460,0,0.0,United Kingdom
14047,9,7,1290.01,184.28714285714287,22,377,364,0.058823529411764705,United Kingdom
14048,277,2,375.13,187.565,84,274,27,0.03409090909090909,United Kingdom
14049,17,6,5639.15,939.8583333333332,352,3846,301,0.033663366336633666,United Kingdom
14050,32,2,746.36,373.18,49,689,74,0.0,United Kingdom
14051,1,26,15477.34,595.2823076923077,52,3741,365,0.023255813953488372,United Kingdom
14052,20,1,225.36,225.36,56,89,0,0.0,United Kingdom
14053,124,2,260.25,130.125,2,215,35,0.0,United Kingdom
14054,65,1,92.46,92.46,6,62,0,0.0,United Kingdom
14055,106,1,725.6400000000001,725.6400000000001,10,216,0,0.0,United Kingdom
14056,1,29,8124.4,280.151724137931,321,4232,282,0.01950354609929078,United Kingdom
14057,24,18,6147.4,341.5222222222222,179,4708,336,0.024054982817869417,United Kingdom
14059,267,1,183.6,183.6,8,128,0,0.0,United Kingdom
14060,5,20,6135.38,306.769,86,5374,368,0.0049261083743842365,United Kingdom
14062,10,12,10464.85,872.0708333333333,60,5593,354,0.0,United Kingdom
14064,29,7,1188.32,169.76,59,1350,245,0.024390243902439025,United Kingdom
14066,267,1,152.55,152.55,7,45,0,0.0,United Kingdom
14067,64,2,374.7,187.35,51,361,32,0.0,United Kingdom
14068,320,1,265.85,265.85,22,73,0,0.0,United Kingdom
14071,4,9,1307.41,145.26777777777778,271,900,261,0.02702702702702703,United Kingdom
14073,21,2,139.54,69.77,13,128,11,0.07142857142857142,United Kingdom
14075,5,3,942.26,314.08666666666664,33,754,256,0.0,United Kingdom
14076,129,1,122.47,122.47,43,81,0,0.0,United Kingdom
14077,41,5,499.41999999999996,99.88399999999999,33,268,233,0.0,United Kingdom
14078,102,6,1049.37,174.89499999999998,46,310,271,0.0,United Kingdom
14079,125,1,375.1,375.1,12,301,0,0.0,United Kingdom
14080,33,1,45.599999999999994,45.599999999999994,4,48,0,0.0,United Kingdom
14081,267,4,904.67,226.1675,126,593,101,0.019230769230769232,United Kingdom
14082,365,1,182.25,182.25,28,110,0,0.0,United Kingdom
14083,4,9,1018.43,113.15888888888888,162,732,367,0.0,United Kingdom
14085,2,19,4435.79,233.46263157894737,272,3183,366,0.0022172949002217295,United Kingdom
14087,3,2,181.67,90.835,62,250,0,0.014285714285714285,United Kingdom
14088,10,14,50415.49,3601.1064285714283,379,12593,312,0.001694915254237288,United Kingdom
14089,57,1,161.0,161.0,13,134,0,0.0,United Kingdom
14090,325,1,76.32000000000001,76.32000000000001,1,72,0,0.0,United Kingdom
14092,8,17,4063.1,239.00588235294117,117,2061,365,0.013824884792626729,United Kingdom
14093,12,1,442.85,442.85,95,406,0,0.0,United Kingdom
14096,4,34,57120.909999999996,1680.0267647058822,1121,16335,97,0.0033151326053042123,United Kingdom
14098,37,1,147.35,147.35,21,104,0,0.0,United Kingdom
14099,16,12,3092.9700000000003,257.7475,167,2177,338,0.007936507936507936,United Kingdom
14100,138,1,194.9,194.9,24,64,0,0.0,United Kingdom
14101,74,6,5976.79,996.1316666666667,15,6942,252,0.0,United Kingdom
14102,5,8,1314.73,164.34125,35,938,39,0.05952380952380952,United Kingdom
14104,155,2,216.20999999999998,108.10499999999999,21,72,11,0.0,United Kingdom
14105,85,2,1260.33,630.165,74,798,153,0.02631578947368421,United Kingdom
14107,52,8,2688.48,336.06,61,1788,312,0.008064516129032258,United Kingdom
14108,31,3,594.16,198.0533333333333,33,380,70,0.02857142857142857,United Kingdom
14109,23,2,80.2,40.1,9,56,49,0.35714285714285715,United Kingdom
14110,4,13,5669.65,436.12692307692305,94,2443,263,0.00641025641025641,United Kingdom
14111,14,5,688.6,137.72,10,457,227,0.09090909090909091,United Kingdom
14112,23,12,2774.17,231.18083333333334,117,1608,253,0.07514450867052024,United Kingdom
14113,4,8,1377.92,172.24,26,635,351,0.15,United Kingdom
14114,274,2,386.53,193.265,15,101,56,0.0,United Kingdom
14116,20,5,1382.74,276.548,61,707,101,0.0,United Kingdom
14117,144,1,90.0,90.0,3,72,0,0.0,United Kingdom
14119,354,1,0.01,0.01,1,-2,0,1.0,United Kingdom
14121,4,6,2740.3,456.7166666666667,148,2078,56,0.012422360248447204,United Kingdom
14124,84,1,419.58000000000004,419.58000000000004,4,1618,0,0.0,United Kingdom
14125,11,3,2740.43,913.4766666666666,159,1640,67,0.0,United Kingdom
14126,8,4,643.6300000000001,160.90750000000003,14,458,2,0.0625,United Kingdom
14127,123,3,709.71,236.57000000000002,39,321,187,0.0,United Kingdom
14128,61,2,637.5,318.75,40,564,195,0.0,United Kingdom
14129,2,5,1123.8600000000001,224.77200000000002,31,592,259,0.0,United Kingdom
14130,319,1,483.86,483.86,66,258,0,0.0,United Kingdom
14132,2,12,3580.13,298.3441666666667,100,3366,181,0.004975124378109453,United Kingdom
14133,130,5,590.3399999999999,118.06799999999998,26,342,186,0.06666666666666667,United Kingdom
14135,2,15,4690.31,312.68733333333336,95,3850,371,0.0,United Kingdom
14138,2,2,982.3800000000001,491.19000000000005,40,610,62,0.0,United Kingdom
14139,46,1,415.82,415.82,26,510,0,0.0,United Kingdom
14140,4,3,920.05,306.68333333333334,60,809,27,0.014925373134328358,United Kingdom
14141,3,6,879.0300000000001,146.50500000000002,28,337,102,0.13043478260869565,United Kingdom
14142,373,1,311.81,311.81,22,313,0,0.0,United Kingdom
14143,134,1,115.8,115.8,7,30,0,0.0,United Kingdom
14145,47,5,3148.2,629.64,6,636,170,0.08333333333333333,United Kingdom
14146,9,6,2949.57,491.595,183,1886,348,0.14285714285714285,United Kingdom
14147,49,3,468.4,156.13333333333333,4,96,236,0.16666666666666666,United Kingdom
14148,234,1,157.2,157.2,3,16,0,0.0,United Kingdom
14149,213,3,259.43,86.47666666666667,28,129,8,0.3,United Kingdom
14150,36,2,658.64,329.32,23,496,324,0.0,United Kingdom
14152,75,3,611.09,203.6966666666667,47,699,158,0.02,United Kingdom
14154,239,2,1345.62,672.81,52,465,0,0.0,United Kingdom
14155,266,1,118.75,118.75,6,25,0,0.0,United Kingdom
14156,10,66,113384.14,1717.9415151515152,716,57025,362,0.014084507042253521,EIRE
14157,20,3,400.43,133.47666666666666,45,273,265,0.02040816326530612,United Kingdom
14158,40,1,507.66,507.66,41,781,0,0.0,United Kingdom
14159,20,14,4678.3,334.1642857142857,501,4395,343,0.006600660066006601,United Kingdom
14161,216,3,1110.52,370.17333333333335,87,455,153,0.0,United Kingdom
14162,174,2,289.36,144.68,25,142,118,0.0,United Kingdom
14163,87,4,2445.91,611.4775,36,893,151,0.0,United Kingdom
14164,71,2,1631.77,815.885,28,1033,10,0.0,United Kingdom
14165,276,1,122.53999999999999,122.53999999999999,23,54,0,0.0,United Kingdom
14167,39,4,574.84,143.71,27,150,291,0.0,United Kingdom
14171,98,1,363.79,363.79,57,167,0,0.0,United Kingdom
14173,11,4,450.84,112.71,28,150,208,0.0,United Kingdom
14174,33,1,134.46,134.46,26,94,0,0.0,United Kingdom
14175,51,7,3108.06,444.00857142857143,139,1461,278,0.09146341463414634,United Kingdom
14176,297,5,574.0,114.8,28,207,70,0.03125,United Kingdom
14177,85,5,554.46,110.89200000000001,37,204,94,0.023255813953488372,United Kingdom
14178,9,7,1620.93,231.5614285714286,191,1505,173,0.0,United Kingdom
14179,41,2,719.78,359.89,135,330,11,0.0,United Kingdom
14180,11,31,4640.77,149.70225806451614,112,710,361,0.03225806451612903,United Kingdom
14184,67,1,452.89,452.89,24,127,0,0.0,United Kingdom
14185,331,1,197.65,197.65,3,6,0,0.0,United Kingdom
14188,9,10,2018.91,201.89100000000002,34,1145,301,0.08450704225352113,United Kingdom
14189,2,24,4604.31,191.84625000000003,176,3919,366,0.04332129963898917,United Kingdom
14191,2,14,4660.01,332.85785714285714,146,3657,218,0.015209125475285171,United Kingdom
14193,68,2,853.39,426.695,35,445,201,0.0,United Kingdom
14194,5,32,11216.75,350.5234375,269,5783,303,0.041390728476821195,United Kingdom
14195,202,3,962.7,320.90000000000003,7,702,50,0.125,United Kingdom
14196,107,1,335.52,335.52,6,142,0,0.0,United Kingdom
14198,4,7,663.5,94.78571428571429,35,280,235,0.11363636363636363,United Kingdom
14199,218,1,185.39999999999998,185.39999999999998,2,28,0,0.0,United Kingdom
14201,60,9,688.04,76.44888888888889,32,578,299,0.05128205128205128,United Kingdom
14204,2,1,161.03,161.03,36,82,0,0.0,United Kingdom
14205,11,4,218.78,54.695,35,99,354,0.38461538461538464,United Kingdom
14206,239,2,308.26,154.13,21,274,121,0.047619047619047616,United Kingdom
14208,95,1,151.74,151.74,10,114,0,0.0,United Kingdom
14209,11,7,2067.13,295.30428571428575,55,688,321,0.011363636363636364,United Kingdom
14210,91,7,1900.89,271.5557142857143,66,759,280,0.009708737864077669,United Kingdom
14211,53,13,2208.3,169.8692307692308,87,1232,241,0.05084745762711865,United Kingdom
14212,90,1,1070.48,1070.48,9,1152,0,0.0,United Kingdom
14213,372,1,0.01,0.01,5,-244,0,1.0,United Kingdom
14214,31,7,1000.23,142.89000000000001,64,748,246,0.04285714285714286,United Kingdom
14215,12,7,1777.92,253.98857142857145,98,1354,356,0.009174311926605505,United Kingdom
14216,3,4,1839.3,459.825,47,594,34,0.0,United Kingdom
14217,2,24,1925.3600000000001,80.22333333333334,78,677,364,0.06542056074766354,United Kingdom
14218,43,1,169.48000000000002,169.48000000000002,12,160,0,0.0,United Kingdom
14219,4,1,89.94,89.94,7,78,0,0.0,United Kingdom
14220,247,2,632.4,316.2,21,272,110,0.0,United Kingdom
14221,42,10,3427.85,342.78499999999997,123,2190,296,0.005154639175257732,United Kingdom
14222,177,1,683.17,683.17,41,607,0,0.0,United Kingdom
14223,92,4,975.23,243.8075,50,583,171,0.01639344262295082,United Kingdom
14224,110,4,1050.12,262.53,105,514,209,0.0,United Kingdom
14226,29,7,2201.64,314.52,64,1301,240,0.0821917808219178,United Kingdom
14227,26,15,3315.71,221.04733333333334,117,1811,258,0.04371584699453552,United Kingdom
14229,52,5,1450.6,290.12,29,590,281,0.06976744186046512,United Kingdom
14231,179,5,822.0600000000001,164.412,47,402,109,0.07407407407407407,United Kingdom
14232,32,8,2043.93,255.49125,81,1937,232,0.025423728813559324,United Kingdom
14233,44,5,1447.51,289.502,30,671,273,0.027777777777777776,United Kingdom
14234,22,4,775.46,193.865,122,963,35,0.0,United Kingdom
14235,10,6,3093.86,515.6433333333333,65,1947,250,0.0125,United Kingdom
14236,81,2,490.86,245.43,15,310,291,0.0,United Kingdom
14237,373,1,161.0,161.0,9,38,0,0.0,United Kingdom
14238,326,1,146.85,146.85,8,111,0,0.0,United Kingdom
14239,43,13,2323.5,178.73076923076923,83,986,272,0.034482758620689655,United Kingdom
14240,30,2,890.34,445.17,37,418,195,0.0,United Kingdom
14241,184,1,213.70000000000002,213.70000000000002,10,146,0,0.0,United Kingdom
14242,235,2,280.55,140.275,13,123,91,0.0,United Kingdom
14243,9,14,2535.88,181.1342857142857,99,1204,357,0.0472972972972973,United Kingdom
14245,176,5,1677.48,335.496,107,971,87,0.03571428571428571,United Kingdom
14246,111,3,1474.06,491.3533333333333,57,804,135,0.0,United Kingdom
14247,278,1,136.76999999999998,136.76999999999998,19,47,0,0.0,United Kingdom
14248,318,1,302.58,302.58,8,102,0,0.0,United Kingdom
14250,7,3,1904.05,634.6833333333333,94,1200,82,0.0,United Kingdom
14251,2,5,2879.7000000000003,575.94,37,1674,55,0.0,United Kingdom
14256,254,3,935.0600000000001,311.68666666666667,51,410,110,0.018518518518518517,United Kingdom
14257,51,6,3087.27,514.545,89,1677,267,0.009345794392523364,United Kingdom
14258,9,10,12650.08,1265.008,58,7098,328,0.008928571428571428,United Kingdom
14259,142,1,120.0,120.0,5,68,0,0.0,United Kingdom
14261,51,2,1163.45,581.725,52,406,27,0.0,United Kingdom
14262,8,8,2618.23,327.27875,87,1645,232,0.0,United Kingdom
14264,155,3,319.47,106.49000000000001,17,66,217,0.10526315789473684,United Kingdom
14265,109,2,530.18,265.09,31,330,39,0.0,Unspecified
14267,151,7,1279.09,182.72714285714284,25,461,109,0.16666666666666666,United Kingdom
14270,332,1,492.65000000000003,492.65000000000003,29,197,0,0.0,United Kingdom
14271,226,1,112.32,112.32,10,88,0,0.0,United Kingdom
14272,74,2,437.96,218.98,33,599,180,0.0,United Kingdom
14273,51,4,559.97,139.9925,22,264,190,0.0,United Kingdom
14276,88,5,1019.39,203.878,52,723,201,0.14666666666666667,United Kingdom
14277,15,4,3957.0,989.25,195,1624,197,0.013157894736842105,France
14280,197,1,134.04,134.04,8,52,0,0.0,United Kingdom
14282,3,15,3729.34,248.62266666666667,70,2668,364,0.0,United Kingdom
14284,31,3,578.45,192.8166666666667,24,157,55,0.058823529411764705,United Kingdom
14285,21,4,1910.01,477.5025,18,541,155,0.0,United Kingdom
14286,24,5,4595.81,919.162,220,4306,219,0.017543859649122806,United Kingdom
14287,8,4,151.23000000000002,37.807500000000005,10,236,190,0.18181818181818182,United Kingdom
14288,212,2,413.85,206.925,16,187,1,0.058823529411764705,United Kingdom
14289,9,6,911.26,151.87666666666667,33,292,280,0.0,United Kingdom
14290,11,6,2307.4500000000003,384.57500000000005,90,913,350,0.019417475728155338,United Kingdom
14291,2,12,3873.3,322.77500000000003,145,2748,273,0.004201680672268907,United Kingdom
14292,8,14,4819.33,344.23785714285714,67,1643,318,0.07407407407407407,United Kingdom
14293,3,4,1046.56,261.64,51,709,365,0.0,United Kingdom
14295,40,2,154.70000000000002,77.35000000000001,7,82,292,0.2857142857142857,United Kingdom
14297,18,6,1284.06,214.01,49,861,257,0.03125,United Kingdom
14298,3,45,50862.44,1130.2764444444445,884,58021,357,0.001829268292682927,United Kingdom
14299,8,18,2855.35,158.63055555555556,94,2013,358,0.11728395061728394,United Kingdom
14300,19,1,43.2,43.2,3,32,0,0.0,United Kingdom
14301,108,2,632.04,316.02,13,600,9,0.1875,United Kingdom
14304,223,2,197.1,98.55,25,54,78,0.37037037037037035,United Kingdom
14305,71,5,1803.76,360.752,96,1069,64,0.045454545454545456,United Kingdom
14306,51,3,2083.42,694.4733333333334,33,1073,34,0.05714285714285714,United Kingdom
14307,89,6,2995.72,499.28666666666663,150,2058,284,0.0,United Kingdom
14309,8,10,2319.68,231.968,75,1619,350,0.04878048780487805,United Kingdom
14311,225,2,229.71,114.855,20,125,17,0.25925925925925924,United Kingdom
14312,47,6,1611.59,268.5983333333333,74,1012,290,0.0,United Kingdom
14314,107,1,120.0,120.0,8,296,0,0.0,United Kingdom
14315,21,7,2456.98,350.9971428571429,64,1010,245,0.028846153846153848,United Kingdom
14317,65,1,508.58000000000004,508.58000000000004,24,255,0,0.0,United Kingdom
14320,207,3,343.11,114.37,29,239,126,0.2619047619047619,United Kingdom
14321,11,5,1530.75,306.15,111,2406,322,0.0,United Kingdom
14323,115,4,574.26,143.565,32,340,123,0.12195121951219512,United Kingdom
14326,235,2,166.85,83.425,8,99,7,0.1111111111111111,United Kingdom
14327,163,1,311.65,311.65,12,139,0,0.0,United Kingdom
14329,9,14,4928.74,352.05285714285714,218,3075,320,0.03717472118959108,United Kingdom
14331,124,2,462.65999999999997,231.32999999999998,27,252,10,0.0,United Kingdom
14332,23,3,866.31,288.77,22,481,125,0.0,United Kingdom
