CustomerID,Recency,Frequency,Monetary,AvgBasketValue,DistinctProducts,TenureDays,CancellationRate,FirstPurchase
13875,54,5,1786.79,357.358,79,247,0.0,2011-02-11 15:39:00
13876,64,1,122.7,122.7,7,0,0.0,2011-10-07 10:22:00
13877,86,1,117.24,117.24,3,0,0.0,2011-09-14 15:49:00
13878,55,1,1281.53,1281.53,35,0,0.0,2011-10-16 12:19:00
13880,21,13,3219.77,247.67461538461538,125,345,0.0,2010-12-07 14:00:00
13881,4,22,16989.52,772.2509090909091,72,308,0.011111111111111112,2011-02-01 10:14:00
13882,3,6,1131.28,188.54666666666665,54,61,0.015151515151515152,2011-10-06 15:28:00
13883,1,9,2538.75,282.0833333333333,110,325,0.08387096774193549,2011-01-17 16:45:00
13884,7,6,781.3000000000001,130.21666666666667,45,276,0.016666666666666666,2011-03-01 13:40:00
13885,189,2,506.8,253.4,28,11,0.0,2011-05-23 08:52:00
13886,71,1,243.56,243.56,16,0,0.0,2011-09-29 13:17:00
13887,204,1,349.55,349.55,19,0,0.0,2011-05-19 17:22:00
13888,120,2,605.63,302.815,38,98,0.0,2011-05-05 14:41:00
13889,93,1,416.90000000000003,416.90000000000003,15,0,0.0,2011-09-08 09:13:00
13890,1,14,1860.8600000000001,132.91857142857143,74,357,0.03508771929824561,2010-12-16 09:31:00
13892,27,4,632.97,158.2425,26,219,0.0,2011-04-07 12:04:00
13893,298,1,821.1,821.1,21,0,0.0,2011-02-15 11:30:00
13894,22,5,535.97,107.194,25,288,0.1,2011-02-02 12:54:00
13895,21,5,2588.12,517.624,97,143,0.008403361344537815,2011-06-28 10:17:00
13897,50,1,311.16,311.16,17,0,0.0,2011-10-20 14:30:00
13898,326,1,155.93,155.93,12,0,0.0,2011-01-18 10:28:00
13899,16,2,388.52,194.26,19,258,0.0,2011-03-10 09:30:00
13900,183,3,740.95,246.98333333333335,42,79,0.0,2011-03-22 10:13:00
13901,72,5,2867.2,573.4399999999999,144,246,0.0,2011-01-25 09:01:00
13904,37,2,332.64,166.32,24,257,0.0,2011-02-18 11:18:00
13908,80,5,2347.05,469.41,104,196,0.031746031746031744,2011-03-08 12:04:00
13911,57,9,2580.91,286.7677777777778,120,251,0.0,2011-02-04 14:46:00
13914,4,3,613.95,204.65,28,32,0.029411764705882353,2011-11-03 16:28:00
13917,50,2,272.04,136.02,16,141,0.0,2011-06-01 12:46:00
13918,50,2,1212.8400000000001,606.4200000000001,30,203,0.0,2011-03-31 18:05:00
13919,53,3,350.15999999999997,116.71999999999998,24,68,0.15151515151515152,2011-08-10 10:15:00
13922,352,1,172.25,172.25,7,0,0.0,2010-12-23 10:38:00
13923,54,1,351.13,351.13,20,0,0.0,2011-10-17 12:33:00
13924,2,11,1682.08,152.91636363636363,91,70,0.145985401459854,2011-09-28 15:07:00
13925,36,6,616.65,102.77499999999999,28,98,0.08888888888888889,2011-07-28 12:09:00
13926,23,1,223.85000000000002,223.85000000000002,11,0,0.0,2011-11-16 13:16:00
13927,75,1,348.99,348.99,21,0,0.0,2011-09-26 12:00:00
13928,11,4,464.57,116.1425,23,122,0.0,2011-07-29 15:59:00
13929,169,3,802.85,267.6166666666667,8,157,0.1,2011-01-17 15:11:00
13930,58,2,337.34,168.67,15,78,0.0,2011-07-26 11:00:00
13931,86,3,1230.93,410.31,56,195,0.01694915254237288,2011-03-04 08:43:00
13932,295,1,307.4,307.4,16,0,0.0,2011-02-18 12:02:00
13933,109,2,608.7900000000001,304.39500000000004,23,39,0.0,2011-07-14 13:35:00
13934,264,1,922.1,922.1,31,0,0.0,2011-03-21 08:39:00
13936,171,2,361.28,180.64,26,8,0.037037037037037035,2011-06-13 08:47:00
13937,169,1,158.85,158.85,9,0,0.0,2011-06-23 16:35:00
13938,35,1,71.66,71.66,7,0,0.0,2011-11-04 14:37:00
13939,23,4,556.75,139.1875,43,288,0.021739130434782608,2011-02-01 11:30:00
13940,17,4,839.14,209.785,39,126,0.0,2011-07-18 16:05:00
13941,22,7,4912.41,701.7728571428571,24,350,0.0425531914893617,2010-12-02 10:17:00
13946,79,3,561.5699999999999,187.18999999999997,11,188,0.0,2011-03-17 10:02:00
13947,65,1,90.6,90.6,5,0,0.0,2011-10-05 14:42:00
13948,361,1,102.0,102.0,3,0,0.0,2010-12-14 10:18:00
13949,3,6,2427.32,404.55333333333334,124,91,0.0,2011-09-06 11:55:00
13950,11,5,728.56,145.712,33,235,0.027777777777777776,2011-04-07 11:29:00
13951,176,3,674.45,224.8166666666667,38,118,0.0,2011-02-18 15:21:00
13952,211,3,3246.091,1082.0303333333334,120,27,0.007246376811594203,2011-04-15 09:27:00
13953,7,7,3515.68,502.23999999999995,8,345,0.0,2010-12-22 10:29:00
13954,2,3,378.59,126.19666666666666,24,69,0.16666666666666666,2011-09-30 10:52:00
13955,154,2,322.96,161.48,33,151,0.0,2011-02-07 12:24:00
13956,5,5,1026.42,205.28400000000002,123,266,0.0,2011-03-13 12:51:00
13958,372,1,0.01,0.01,5,0,1.0,2010-12-02 17:03:00
13959,79,3,598.2,199.4,79,283,0.0,2010-12-12 13:56:00
13960,21,2,230.22,115.11,11,50,0.0,2011-09-29 12:39:00
13962,22,2,169.55,84.775,11,223,0.0,2011-04-08 11:21:00
13963,308,4,664.54,166.135,35,59,0.0,2010-12-07 09:21:00
13967,146,1,80.7,80.7,2,0,0.0,2011-07-17 12:02:00
13969,7,20,8986.69,449.33450000000005,334,357,0.011058451816745656,2010-12-09 19:32:00
13971,9,11,2702.2200000000003,245.65636363636366,118,276,0.056962025316455694,2011-02-27 12:27:00
13972,71,2,190.25,95.125,15,131,0.0,2011-05-22 11:34:00
13973,287,1,264.7,264.7,11,0,0.0,2011-02-25 15:21:00
13974,49,1,413.59000000000003,413.59000000000003,28,0,0.0,2011-10-21 14:41:00
13975,31,7,2503.23,357.6042857142857,240,245,0.0058823529411764705,2011-03-08 12:19:00
13976,207,1,357.98,357.98,10,0,0.0,2011-05-17 09:13:00
13978,15,2,196.79000000000002,98.39500000000001,14,30,0.0,2011-10-25 15:04:00
13979,73,1,869.87,869.87,54,0,0.0,2011-09-27 13:32:00
13980,60,1,200.14,200.14,11,0,0.0,2011-10-10 13:34:00
13982,39,5,1861.11,372.222,72,326,0.034782608695652174,2010-12-09 13:57:00
13983,30,13,2590.46,199.26615384615386,91,337,0.044642857142857144,2010-12-08 10:38:00
13984,27,6,488.03,81.33833333333332,14,339,0.058823529411764705,2010-12-08 15:58:00
13985,4,16,7024.53,439.033125,108,260,0.005698005698005698,2011-03-20 13:48:00
13986,17,1,320.46,320.46,12,0,0.0,2011-11-22 15:00:00
13988,20,9,4098.8,455.4222222222222,188,234,0.02092050209205021,2011-03-30 11:48:00
13989,66,2,1266.08,633.04,33,173,0.0,2011-04-14 15:39:00
13990,213,1,311.3,311.3,16,0,0.0,2011-05-10 15:19:00
13991,12,7,850.63,121.51857142857143,58,131,0.023255813953488372,2011-07-19 12:58:00
13992,30,1,76.8,76.8,5,0,0.0,2011-11-09 15:23:00
13993,32,12,3409.66,284.1383333333333,66,298,0.032,2011-01-13 10:43:00
13994,4,6,2313.14,385.5233333333333,122,144,0.0,2011-07-14 18:28:00
13995,15,6,1383.49,230.58166666666668,55,230,0.011494252873563218,2011-04-08 08:20:00
13999,10,15,3865.26,257.684,102,351,0.018867924528301886,2010-12-13 11:23:00
14000,206,2,633.71,316.855,15,4,0.0625,2011-05-12 16:50:00
14001,46,4,2030.3300000000002,507.58250000000004,35,327,0.025,2010-12-01 12:58:00
14002,134,2,529.73,264.865,47,22,0.0,2011-07-06 14:59:00
14004,43,7,4582.64,654.6628571428572,102,245,0.0,2011-02-24 09:28:00
14005,10,5,2874.72,574.944,53,206,0.0,2011-05-08 10:33:00
14006,116,3,962.19,320.73,22,196,0.0,2011-01-31 15:11:00
14009,198,3,685.9300000000001,228.64333333333335,42,7,0.045454545454545456,2011-05-18 13:00:00
14012,278,1,328.8,328.8,11,0,0.0,2011-03-07 12:26:00
14013,110,3,473.02,157.67333333333332,30,165,0.0,2011-03-09 08:59:00
14014,77,1,505.18,505.18,39,0,0.0,2011-09-23 13:18:00
14015,53,1,917.34,917.34,20,0,0.0,2011-10-18 10:02:00
14016,154,5,4328.46,865.692,154,203,0.006172839506172839,2010-12-17 14:21:00
14019,47,4,1398.96,349.74,37,91,0.029411764705882353,2011-07-24 15:39:00
14020,17,2,642.8,321.4,37,71,0.0,2011-09-12 15:32:00
14021,155,3,631.9,210.63333333333333,22,101,0.0,2011-03-28 15:10:00
14022,225,1,440.0,440.0,28,0,0.0,2011-04-28 14:39:00
14023,7,2,584.07,292.035,30,242,0.0,2011-04-03 15:50:00
14024,122,2,327.7,163.85,16,2,0.0,2011-08-07 13:31:00
14027,61,1,104.82,104.82,6,0,0.0,2011-10-10 09:01:00
14029,63,2,467.66,233.83,15,80,0.0,2011-07-18 16:57:00
14030,18,8,2360.09,295.01125,210,348,0.0,2010-12-08 16:11:00
14031,7,23,14634.640000000001,636.2886956521739,121,365,0.031007751937984496,2010-12-02 16:34:00
14032,2,18,2929.84,162.7688888888889,53,364,0.05921052631578947,2010-12-08 10:53:00
14034,22,4,512.02,128.005,82,135,0.03260869565217391,2011-07-05 13:06:00
14035,29,5,1428.02,285.604,41,268,0.0,2011-02-15 12:48:00
14036,285,1,626.65,626.65,38,0,0.0,2011-02-28 09:26:00
14037,176,2,147.20000000000002,73.60000000000001,27,188,0.0,2010-12-10 11:39:00
14038,78,4,1554.48,388.62,64,128,0.010752688172043012,2011-05-16 14:05:00
14039,33,1,152.2,152.2,6,0,0.0,2011-11-06 13:48:00
14040,41,15,3542.19,236.14600000000002,147,290,0.024896265560165973,2011-01-12 14:57:00
14041,266,1,141.41,141.41,21,0,0.0,2011-03-18 13:25:00
14044,27,4,652.82,163.205,165,283,0.0,2011-02-03 11:39:00
14045,109,4,1659.75,414.9375,4,264,0.0,2010-12-01 11:32:00
14046,284,1,154.99,154.99,14,0,0.0,2011-02-28 14:48:00
14047,9,7,1290.01,184.28714285714287,22,364,0.058823529411764705,2010-12-02 10:09:00
14048,277,2,375.13,187.565,84,27,0.03409090909090909,2011-02-07 14:53:00
14049,17,6,5639.15,939.8583333333332,352,301,0.033663366336633666,2011-01-26 10:30:00
14050,32,2,746.36,373.18,49,74,0.0,2011-08-25 13:46:00
14051,1,26,15477.34,595.2823076923077,52,365,0.023255813953488372,2010-12-08 12:49:00
14052,20,1,225.36,225.36,56,0,0.0,2011-11-20 12:30:00
14053,124,2,260.25,130.125,2,35,0.0,2011-07-03 12:21:00
14054,65,1,92.46,92.46,6,0,0.0,2011-10-05 15:49:00
14055,106,1,725.6400000000001,725.6400000000001,10,0,0.0,2011-08-25 15:04:00
14056,1,29,8124.4,280.151724137931,321,282,0.01950354609929078,2011-02-28 15:19:00
14057,24,18,6147.4,341.5222222222222,179,336,0.024054982817869417,2010-12-14 12:11:00
14059,267,1,183.6,183.6,8,0,0.0,2011-03-18 10:06:00
14060,5,20,6135.38,306.769,86,368,0.0049261083743842365,2010-12-02 12:11:00
14062,10,12,10464.85,872.0708333333333,60,354,0.0,2010-12-10 15:56:00
14064,29,7,1188.32,169.76,59,245,0.024390243902439025,2011-03-10 12:59:00
14066,267,1,152.55,152.55,7,0,0.0,2011-03-18 12:21:00
14067,64,2,374.7,187.35,51,32,0.0,2011-09-04 12:00:00
14068,320,1,265.85,265.85,22,0,0.0,2011-01-23 16:02:00
14071,4,9,1307.41,145.26777777777778,271,261,0.02702702702702703,2011-03-20 11:33:00
14073,21,2,139.54,69.77,13,11,0.07142857142857142,2011-11-07 15:49:00
14075,5,3,942.26,314.08666666666664,33,256,0.0,2011-03-23 16:35:00
14076,129,1,122.47,122.47,43,0,0.0,2011-08-02 15:19:00
14077,41,5,499.41999999999996,99.88399999999999,33,233,0.0,2011-03-10 15:52:00
14078,102,6,1049.37,174.89499999999998,46,271,0.0,2010-12-01 12:54:00
14079,125,1,375.1,375.1,12,0,0.0,2011-08-07 12:10:00
14080,33,1,45.599999999999994,45.599999999999994,4,0,0.0,2011-11-07 11:09:00
14081,267,4,904.67,226.1675,126,101,0.019230769230769232,2010-12-05 15:47:00
14082,365,1,182.25,182.25,28,0,0.0,2010-12-10 11:02:00
14083,4,9,1018.43,113.15888888888888,162,367,0.0,2010-12-03 12:24:00
14085,2,19,4435.79,233.46263157894737,272,366,0.0022172949002217295,2010-12-06 12:39:00
14087,3,2,181.67,90.835,62,0,0.014285714285714285,2011-12-07 12:28:00
14088,10,14,50415.49,3601.1064285714283,379,312,0.001694915254237288,2011-01-21 13:07:00
14089,57,1,161.0,161.0,13,0,0.0,2011-10-14 10:38:00
14090,325,1,76.32000000000001,76.32000000000001,1,0,0.0,2011-01-19 10:51:00
14092,8,17,4063.1,239.00588235294117,117,365,0.013824884792626729,2010-12-02 09:10:00
14093,12,1,442.85,442.85,95,0,0.0,2011-11-27 16:27:00
14096,4,34,57120.909999999996,1680.0267647058822,1121,97,0.0033151326053042123,2011-08-30 10:49:00
14098,37,1,147.35,147.35,21,0,0.0,2011-11-03 10:13:00
14099,16,12,3092.9700000000003,257.7475,167,338,0.007936507936507936,2010-12-20 11:14:00
14100,138,1,194.9,194.9,24,0,0.0,2011-07-25 11:01:00
14101,74,6,5976.79,996.1316666666667,15,252,0.0,2011-01-17 13:09:00
14102,5,8,1314.73,164.34125,35,39,0.05952380952380952,2011-10-26 12:46:00
14104,155,2,216.20999999999998,108.10499999999999,21,11,0.0,2011-06-27 12:49:00
14105,85,2,1260.33,630.165,74,153,0.02631578947368421,2011-04-14 17:58:00
14107,52,8,2688.48,336.06,61,312,0.008064516129032258,2010-12-10 13:29:00
14108,31,3,594.16,198.0533333333333,33,70,0.02857142857142857,2011-08-30 11:32:00
14109,23,2,80.2,40.1,9,49,0.35714285714285715,2011-09-28 10:18:00
14110,4,13,5669.65,436.12692307692305,94,263,0.00641025641025641,2011-03-18 09:59:00
14111,14,5,688.6,137.72,10,227,0.09090909090909091,2011-04-12 11:36:00
14112,23,12,2774.17,231.18083333333334,117,253,0.07514450867052024,2011-03-09 11:28:00
14113,4,8,1377.92,172.24,26,351,0.15,2010-12-20 11:56:00
14114,274,2,386.53,193.265,15,56,0.0,2011-01-13 11:05:00
14116,20,5,1382.74,276.548,61,101,0.0,2011-08-10 12:44:00
14117,144,1,90.0,90.0,3,0,0.0,2011-07-19 09:49:00
14119,354,1,0.01,0.01,1,0,1.0,2010-12-20 13:58:00
14121,4,6,2740.3,456.7166666666667,148,56,0.012422360248447204,2011-10-11 10:39:00
14124,84,1,419.58000000000004,419.58000000000004,4,0,0.0,2011-09-16 13:32:00
14125,11,3,2740.43,913.4766666666666,159,67,0.0,2011-09-22 15:40:00
14126,8,4,643.6300000000001,160.90750000000003,14,2,0.0625,2011-11-29 12:21:00
14127,123,3,709.71,236.57000000000002,39,187,0.0,2011-02-02 12:26:00
14128,61,2,637.5,318.75,40,195,0.0,2011-03-29 10:49:00
14129,2,5,1123.8600000000001,224.77200000000002,31,259,0.0,2011-03-24 08:44:00
14130,319,1,483.86,483.86,66,0,0.0,2011-01-24 16:05:00
14132,2,12,3580.13,298.3441666666667,100,181,0.004975124378109453,2011-06-09 12:04:00
14133,130,5,590.3399999999999,118.06799999999998,26,186,0.06666666666666667,2011-01-28 11:27:00
14135,2,15,4690.31,312.68733333333336,95,371,0.0,2010-12-02 10:27:00
14138,2,2,982.3800000000001,491.19000000000005,40,62,0.0,2011-10-07 09:38:00
14139,46,1,415.82,415.82,26,0,0.0,2011-10-24 13:34:00
14140,4,3,920.05,306.68333333333334,60,27,0.014925373134328358,2011-11-08 11:20:00
14141,3,6,879.0300000000001,146.50500000000002,28,102,0.13043478260869565,2011-08-26 14:40:00
14142,373,1,311.81,311.81,22,0,0.0,2010-12-01 16:33:00
14143,134,1,115.8,115.8,7,0,0.0,2011-07-29 09:48:00
14145,47,5,3148.2,629.64,6,170,0.08333333333333333,2011-05-06 13:01:00
14146,9,6,2949.57,491.595,183,348,0.14285714285714285,2010-12-17 15:52:00
14147,49,3,468.4,156.13333333333333,4,236,0.16666666666666666,2011-02-27 11:42:00
14148,234,1,157.2,157.2,3,0,0.0,2011-04-20 12:02:00
14149,213,3,259.43,86.47666666666667,28,8,0.3,2011-05-03 09:44:00
14150,36,2,658.64,329.32,23,324,0.0,2010-12-15 10:04:00
14152,75,3,611.09,203.6966666666667,47,158,0.02,2011-04-19 15:46:00
14154,239,2,1345.62,672.81,52,0,0.0,2011-04-14 15:58:00
14155,266,1,118.75,118.75,6,0,0.0,2011-03-18 14:13:00
14156,10,66,113384.14,1717.9415151515152,716,362,0.014084507042253521,2010-12-02 17:08:00
14157,20,3,400.43,133.47666666666666,45,265,0.02040816326530612,2011-02-27 13:04:00
14158,40,1,507.66,507.66,41,0,0.0,2011-10-30 15:08:00
14159,20,14,4678.3,334.1642857142857,501,343,0.006600660066006601,2010-12-12 11:17:00
14161,216,3,1110.52,370.17333333333335,87,153,0.0,2010-12-05 13:18:00
14162,174,2,289.36,144.68,25,118,0.0,2011-02-20 12:32:00
14163,87,4,2445.91,611.4775,36,151,0.0,2011-04-14 17:33:00
14164,71,2,1631.77,815.885,28,10,0.0,2011-09-20 12:18:00
14165,276,1,122.53999999999999,122.53999999999999,23,0,0.0,2011-03-09 12:39:00
14167,39,4,574.84,143.71,27,291,0.0,2011-01-12 15:44:00
14171,98,1,363.79,363.79,57,0,0.0,2011-09-02 16:43:00
14173,11,4,450.84,112.71,28,208,0.0,2011-05-04 14:03:00
14174,33,1,134.46,134.46,26,0,0.0,2011-11-06 13:17:00
14175,51,7,3108.06,444.00857142857143,139,278,0.09146341463414634,2011-01-14 12:22:00
14176,297,5,574.0,114.8,28,70,0.03125,2010-12-07 11:45:00
14177,85,5,554.46,110.89200000000001,37,94,0.023255813953488372,2011-06-13 11:10:00
14178,9,7,1620.93,231.5614285714286,191,173,0.0,2011-06-10 12:51:00
14179,41,2,719.78,359.89,135,11,0.0,2011-10-18 14:00:00
14180,11,31,4640.77,149.70225806451614,112,361,0.03225806451612903,2010-12-02 13:08:00
14184,67,1,452.89,452.89,24,0,0.0,2011-10-04 12:43:00
14185,331,1,197.65,197.65,3,0,0.0,2011-01-12 13:52:00
14188,9,10,2018.91,201.89100000000002,34,301,0.08450704225352113,2011-02-02 13:46:00
14189,2,24,4604.31,191.84625000000003,176,366,0.04332129963898917,2010-12-06 11:42:00
14191,2,14,4660.01,332.85785714285714,146,218,0.015209125475285171,2011-05-03 10:30:00
14193,68,2,853.39,426.695,35,201,0.0,2011-03-15 11:38:00
14194,5,32,11216.75,350.5234375,269,303,0.041390728476821195,2011-02-04 14:51:00
14195,202,3,962.7,320.90000000000003,7,50,0.125,2011-04-01 16:50:00
14196,107,1,335.52,335.52,6,0,0.0,2011-08-25 10:25:00
14198,4,7,663.5,94.78571428571429,35,235,0.11363636363636363,2011-04-14 14:54:00
14199,218,1,185.39999999999998,185.39999999999998,2,0,0.0,2011-05-05 13:44:00
14201,60,9,688.04,76.44888888888889,32,299,0.05128205128205128,2010-12-15 13:25:00
14204,2,1,161.03,161.03,36,0,0.0,2011-12-07 13:38:00
14205,11,4,218.78,54.695,35,354,0.38461538461538464,2010-12-09 13:38:00
14206,239,2,308.26,154.13,21,121,0.047619047619047616,2010-12-14 10:31:00
14208,95,1,151.74,151.74,10,0,0.0,2011-09-06 12:48:00
14209,11,7,2067.13,295.30428571428575,55,321,0.011363636363636364,2011-01-11 12:56:00
14210,91,7,1900.89,271.5557142857143,66,280,0.009708737864077669,2010-12-03 12:43:00
14211,53,13,2208.3,169.8692307692308,87,241,0.05084745762711865,2011-02-17 15:50:00
14212,90,1,1070.48,1070.48,9,0,0.0,2011-09-11 12:45:00
14213,372,1,0.01,0.01,5,0,1.0,2010-12-03 09:47:00
14214,31,7,1000.23,142.89000000000001,64,246,0.04285714285714286,2011-03-07 12:26:00
14215,12,7,1777.92,253.98857142857145,98,356,0.009174311926605505,2010-12-06 15:34:00
14216,3,4,1839.3,459.825,47,34,0.0,2011-11-02 10:51:00
14217,2,24,1925.3600000000001,80.22333333333334,78,364,0.06542056074766354,2010-12-08 13:28:00
14218,43,1,169.48000000000002,169.48000000000002,12,0,0.0,2011-10-28 10:00:00
14219,4,1,89.94,89.94,7,0,0.0,2011-12-05 16:23:00
14220,247,2,632.4,316.2,21,110,0.0,2010-12-16 18:18:00
14221,42,10,3427.85,342.78499999999997,123,296,0.005154639175257732,2011-01-04 15:33:00
14222,177,1,683.17,683.17,41,0,0.0,2011-06-15 16:42:00
14223,92,4,975.23,243.8075,50,171,0.01639344262295082,2011-03-20 16:02:00
14224,110,4,1050.12,262.53,105,209,0.0,2011-01-23 13:58:00
14226,29,7,2201.64,314.52,64,240,0.0821917808219178,2011-03-15 15:36:00
14227,26,15,3315.71,221.04733333333334,117,258,0.04371584699453552,2011-02-28 12:27:00
14229,52,5,1450.6,290.12,29,281,0.06976744186046512,2011-01-10 12:03:00
14231,179,5,822.0600000000001,164.412,47,109,0.07407407407407407,2011-02-24 11:55:00
14232,32,8,2043.93,255.49125,81,232,0.025423728813559324,2011-03-20 12:44:00
14233,44,5,1447.51,289.502,30,273,0.027777777777777776,2011-01-26 12:43:00
14234,22,4,775.46,193.865,122,35,0.0,2011-10-13 13:58:00
14235,10,6,3093.86,515.6433333333333,65,250,0.0125,2011-03-24 13:23:00
14236,81,2,490.86,245.43,15,291,0.0,2010-12-02 18:49:00
14237,373,1,161.0,161.0,9,0,0.0,2010-12-01 13:20:00
14238,326,1,146.85,146.85,8,0,0.0,2011-01-17 14:40:00
14239,43,13,2323.5,178.73076923076923,83,272,0.034482758620689655,2011-01-27 14:45:00
14240,30,2,890.34,445.17,37,195,0.0,2011-04-28 11:40:00
14241,184,1,213.70000000000002,213.70000000000002,10,0,0.0,2011-06-09 11:46:00
14242,235,2,280.55,140.275,13,91,0.0,2011-01-18 08:53:00
14243,9,14,2535.88,181.1342857142857,99,357,0.0472972972972973,2010-12-09 08:34:00
14245,176,5,1677.48,335.496,107,87,0.03571428571428571,2011-03-21 10:41:00
14246,111,3,1474.06,491.3533333333333,57,135,0.0,2011-04-08 08:25:00
14247,278,1,136.76999999999998,136.76999999999998,19,0,0.0,2011-03-06 15:21:00
14248,318,1,302.58,302.58,8,0,0.0,2011-01-25 14:45:00
14250,7,3,1904.05,634.6833333333333,94,82,0.0,2011-09-11 13:44:00
14251,2,5,2879.7000000000003,575.94,37,55,0.0,2011-10-13 12:46:00
14256,254,3,935.0600000000001,311.68666666666667,51,110,0.018518518518518517,2010-12-10 11:44:00
14257,51,6,3087.27,514.545,89,267,0.009345794392523364,2011-01-25 10:49:00
14258,9,10,12650.08,1265.008,58,328,0.008928571428571428,2011-01-06 12:18:00
14259,142,1,120.0,120.0,5,0,0.0,2011-07-21 10:44:00
14261,51,2,1163.45,581.725,52,27,0.0,2011-09-22 10:47:00
14262,8,8,2618.23,327.27875,87,232,0.0,2011-04-13 12:23:00
14264,155,3,319.47,106.49000000000001,17,217,0.10526315789473684,2010-12-02 17:35:00
14265,109,2,530.18,265.09,31,39,0.0,2011-07-14 09:10:00
14267,151,7,1279.09,182.72714285714284,25,109,0.16666666666666666,2011-03-24 11:38:00
14270,332,1,492.65000000000003,492.65000000000003,29,0,0.0,2011-01-12 09:33:00
14271,226,1,112.32,112.32,10,0,0.0,2011-04-28 12:47:00
14272,74,2,437.96,218.98,33,180,0.0,2011-03-30 13:57:00
14273,51,4,559.97,139.9925,22,190,0.0,2011-04-11 13:24:00
14276,88,5,1019.39,203.878,52,201,0.14666666666666667,2011-02-23 09:38:00
14277,15,4,3957.0,989.25,195,197,0.013157894736842105,2011-05-11 13:20:00
14280,197,1,134.04,134.04,8,0,0.0,2011-05-27 10:37:00
14282,3,15,3729.34,248.62266666666667,70,364,0.0,2010-12-07 12:21:00
14284,31,3,578.45,192.8166666666667,24,55,0.058823529411764705,2011-09-14 13:04:00
14285,21,4,1910.01,477.5025,18,155,0.0,2011-06-16 12:36:00
14286,24,5,4595.81,919.162,220,219,0.017543859649122806,2011-04-11 08:16:00
14287,8,4,151.23000000000002,37.807500000000005,10,190,0.18181818181818182,2011-05-25 11:41:00
14288,212,2,413.85,206.925,16,1,0.058823529411764705,2011-05-10 13:22:00
14289,9,6,911.26,151.87666666666667,33,280,0.0,2011-02-23 12:33:00
14290,11,6,2307.4500000000003,384.57500000000005,90,350,0.019417475728155338,2010-12-13 10:24:00
14291,2,12,3873.3,322.77500000000003,145,273,0.004201680672268907,2011-03-09 15:20:00
14292,8,14,4819.33,344.23785714285714,67,318,0.07407407407407407,2011-01-17 16:20:00
14293,3,4,1046.56,261.64,51,365,0.0,2010-12-06 10:18:00
14295,40,2,154.70000000000002,77.35000000000001,7,292,0.2857142857142857,2011-01-11 11:53:00
14297,18,6,1284.06,214.01,49,257,0.03125,2011-03-10 08:31:00
14298,3,45,50862.44,1130.2764444444445,884,357,0.001829268292682927,2010-12-14 12:59:00
14299,8,18,2855.35,158.63055555555556,94,358,0.11728395061728394,2010-12-08 13:33:00
14300,19,1,43.2,43.2,3,0,0.0,2011-11-21 08:57:00
14301,108,2,632.04,316.02,13,9,0.1875,2011-08-14 15:33:00
14304,223,2,197.1,98.55,25,78,0.37037037037037035,2011-02-11 14:48:00
14305,71,5,1803.76,360.752,96,64,0.045454545454545456,2011-07-27 14:14:00
14306,51,3,2083.42,694.4733333333334,33,34,0.05714285714285714,2011-09-15 10:31:00
14307,89,6,2995.72,499.28666666666663,150,284,0.0,2010-12-01 11:41:00
14309,8,10,2319.68,231.968,75,350,0.04878048780487805,2010-12-16 13:05:00
14311,225,2,229.71,114.855,20,17,0.25925925925925924,2011-04-11 10:14:00
14312,47,6,1611.59,268.5983333333333,74,290,0.0,2011-01-06 16:35:00
14314,107,1,120.0,120.0,8,0,0.0,2011-08-25 10:39:00
14315,21,7,2456.98,350.9971428571429,64,245,0.028846153846153848,2011-03-18 12:59:00
14317,65,1,508.58000000000004,508.58000000000004,24,0,0.0,2011-10-06 10:44:00
14320,207,3,343.11,114.37,29,126,0.2619047619047619,2011-01-11 09:12:00
14321,11,5,1530.75,306.15,111,322,0.0,2011-01-10 11:35:00
14323,115,4,574.26,143.565,32,123,0.12195121951219512,2011-04-15 11:44:00
14326,235,2,166.85,83.425,8,7,0.1111111111111111,2011-04-11 15:04:00
14327,163,1,311.65,311.65,12,0,0.0,2011-06-29 13:58:00
14329,9,14,4928.74,352.05285714285714,218,320,0.03717472118959108,2011-01-14 13:42:00
14331,124,2,462.65999999999997,231.32999999999998,27,10,0.0,2011-07-27 15:14:00
14332,23,3,866.31,288.77,22,125,0.0,2011-07-15 10:33:00
14333,64,2,351.45,175.725,15,3,0.21052631578947367,2011-10-03 10:38:00
14334,17,9,2539.46,282.1622222222222,98,341,0.006134969325153374,2010-12-16 17:37:00
14335,16,2,468.26,234.13,55,80,0.0,2011-09-04 13:07:00
14336,17,4,1614.91,403.7275,77,259,0.0,2011-03-08 16:48:00
14338,158,4,554.22,138.555,30,38,0.08823529411764706,2011-05-27 13:30:00
14339,235,4,289.90999999999997,72.47749999999999,15,8,0.2222222222222222,2011-04-11 11:06:00
14340,219,1,134.7,134.7,6,0,0.0,2011-05-05 09:44:00
14341,45,9,2166.38,240.7088888888889,109,273,0.007692307692307693,2011-01-25 13:55:00
14342,21,6,607.71,101.28500000000001,19,188,0.125,2011-05-13 13:50:00
14344,127,8,889.9300000000001,111.24125000000001,56,241,0.0,2010-12-06 11:58:00
14345,39,1,108.97999999999999,108.97999999999999,6,0,0.0,2011-11-01 09:51:00
14346,121,2,1021.58,510.79,55,176,0.0,2011-02-15 13:52:00
14348,260,1,409.57,409.57,18,0,0.0,2011-03-24 16:23:00
